trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,discrimin_resp.started,percu_or.started,responser.started,thermode_locali_pic.stopped,discrimin_resp.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,309.5418518000006,,,,309.5261989999999,314.52523799999835,314.52524300000005,314.54190440000093,322.52537139999913,322.52537139999913,322.52537139999913,324.7420572999981,325.52540149999913,325.52540149999913,325.52540149999913,325.50880659999893,3.26,5.54,326,554,8,3,1.2,0.75,468,2,477,0.8999999999999999,1,n,1.7058017999988806,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
11,0,11,0,325.52540149999913,,,,325.50969189999887,330.5087155000001,330.50872139999774,330.5253592000008,338.5088828000007,338.5088828000007,338.5088828000007,340.7255761999986,341.508922099998,341.508922099998,341.508922099998,341.4923372000012,4.3,4.5,430,450,8,3,1.2,0.75,468,3,477,0.8999999999999999,0,m,1.358298699997249,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
12,0,12,0,341.508922099998,,,,341.49320850000004,346.4923724,346.4923778000011,346.508986599998,354.49239659999876,354.49239659999876,354.49239659999876,356.7090587999992,357.4924327000008,357.4924327000008,357.4924327000008,357.47579349999796,4.6,4.2,459,420,8,3,1.2,0.75,468,0,478,0.9999999999999999,1,n,1.4227815000012924,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
13,0,13,0,357.4924327000008,,,,357.4766845999984,362.47575190000134,362.4757565,362.49245359999986,370.47591420000026,370.47591420000026,370.47591420000026,372.69260399999985,373.4759532999997,373.4759532999997,373.4759532999997,373.4593462999983,4.46,4.34,446,434,8,3,1.2,0.75,468,1,478,0.9999999999999999,1,n,0.9792051999975229,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
14,0,14,0,373.4759532999997,,,,373.4602612999988,378.45936989999973,378.45937520000007,378.4759864999978,386.4594384999982,386.4594384999982,386.4594384999982,388.67604199999914,389.4594701999995,389.4594701999995,389.4594701999995,389.4428082000013,4.45,4.35,445,434,8,3,1.2,0.75,468,2,477,0.8999999999999999,None,None,,,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
15,0,15,0,389.4594701999995,,,,389.4436610999983,394.4428814999992,394.4428865000009,394.4594725999996,402.44295390000116,402.44295390000116,402.44295390000116,404.6596290999987,405.4429858000003,405.4429858000003,405.4429858000003,405.4263800999979,4.37,4.43,437,443,8,3,1.2,0.75,468,3,477,0.8999999999999999,1,n,1.3601921999979822,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
16,0,16,0,405.4429858000003,,,,405.4272498999999,410.4264089999997,410.4264140999985,410.4430427999978,418.4263343999992,418.4263343999992,418.4263343999992,420.64306769999894,421.42644329999894,421.42644329999894,421.42644329999894,421.4098030999994,4.62,4.18,462,418,8,3,1.2,0.75,468,0,477,0.8999999999999999,0,m,0.852782500001922,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
17,0,17,0,421.42644329999894,,,,421.41067570000087,426.4098450999991,426.40985010000077,426.4265033999982,434.40997939999943,434.40997939999943,434.40997939999943,436.6266652999984,437.4100154999978,437.4100154999978,437.4100154999978,437.39341129999957,3.42,5.38,342,538,8,3,1.2,0.75,468,1,478,0.9999999999999999,0,m,1.369211199998972,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
18,0,18,0,437.4100154999978,,,,437.39430419999917,442.3934541999988,442.39345909999975,442.41007900000113,450.3933963999989,450.3933963999989,450.3933963999989,452.6100560999985,453.39343440000084,453.39343440000084,453.39343440000084,453.3768416999992,4.47,4.33,447,433,8,3,1.2,0.75,468,2,478,1,1,n,1.089713599998504,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
19,0,19,0,453.39343440000084,,,,453.3777569999984,458.3768725000009,458.3768775999997,458.3935405000011,466.37700010000117,466.37700010000117,466.37700010000117,468.59370710000076,469.3770437999992,469.3770437999992,469.3770437999992,469.36044949999996,3.26,5.54,326,554,8,3,1.2,0.75,468,3,478,1,0,m,1.2221743000009155,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
20,0,20,0,469.3770437999992,,,,469.36132329999964,474.36047690000123,474.3604814999999,474.37710940000034,482.3603949999997,482.3603949999997,482.3603949999997,484.5771763999983,485.36049189999903,485.36049189999903,485.36049189999903,485.3438621999994,4.62,4.18,462,418,8,3,1.2,0.75,468,0,478,1,1,n,1.2148116999997,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
21,0,21,0,485.36049189999903,,,,485.34473779999826,490.3439021999984,490.3439069999986,490.36052259999997,498.3440601000002,498.3440601000002,498.3440601000002,500.56072979999954,501.34406930000114,501.34406930000114,501.34406930000114,501.3274233000011,4.52,4.28,451,428,8,3,1.2,0.75,468,1,478,1,1,n,0.6912102999995113,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
22,0,22,0,501.34406930000114,,,,501.3283260999997,506.3275071999997,506.32751199999984,506.34413029999996,514.3274911999979,514.3274911999979,514.3274911999979,516.544152399998,517.3274584999999,517.3274584999999,517.3274584999999,517.3108647000008,4.27,4.53,426,453,8,3,1.2,0.75,468,2,477,0.9,0,m,1.243619700002455,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
23,0,23,0,517.3274584999999,,,,517.3117619000004,522.3109384999989,522.3109431999983,522.3275958999984,530.3111142999987,530.3111142999987,530.3111142999987,532.5277387999995,533.3110985999992,533.3110985999992,533.3110985999992,533.2945025999979,3.63,5.17,363,517,8,3,1.2,0.75,468,3,478,1.0,1,n,0.4960395000016433,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
24,0,24,0,533.3110985999992,,,,533.2954255000004,538.2945479000009,538.2945526000003,538.3111595000009,546.2945920999991,546.2945920999991,546.2945920999991,548.5112719999997,549.2945378000004,549.2945378000004,549.2945378000004,549.2780316999997,3.78,5.02,378,501,8,3,1.2,0.75,468,0,478,1.0,1,n,0.8405378999996174,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
25,0,25,0,549.2945378000004,,,,549.2789226999994,554.2779659999978,554.2779711000003,554.2946589999992,562.2781041999988,562.2781041999988,562.2781041999988,564.4947519999987,565.2780968000006,565.2780968000006,565.2780968000006,565.2614585999982,4.38,4.42,438,442,8,3,1.2,0.75,468,1,477,0.9,0,m,1.1290265000025101,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
26,0,26,0,565.2780968000006,,,,565.2623719000003,570.2615655000009,570.2615702000003,570.2781882999989,578.2615274999989,578.2615274999989,578.2615274999989,580.4783145000001,581.2616053999991,581.2616053999991,581.2616053999991,581.2450725999988,3.6,5.2,360,520,8,3,1.2,0.75,468,2,478,1.0,1,n,0.39357469999958994,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
27,0,27,0,581.2616053999991,,,,581.2459493999995,586.2449898999985,586.2449947999994,586.2616660999993,594.2450089999984,594.2450089999984,594.2450089999984,596.4618212999994,597.2451177000003,597.2451177000003,597.2451177000003,597.2285669000012,3.92,4.88,392,488,8,3,1.2,0.75,468,3,478,1.0,0,m,1.0060315999980958,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
28,0,28,0,597.2451177000003,,,,597.2294690999988,602.2285972999998,602.2286021,602.2452282999984,610.2286351000002,610.2286351000002,610.2286351000002,612.4452110999991,613.2286124999991,613.2286124999991,613.2286124999991,613.2119454999993,4.39,4.41,438,441,8,3,1.2,0.75,468,0,478,1,1,n,0.7184529000005568,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
29,0,29,0,613.2286124999991,,,,613.2128726999981,618.2119859999984,618.2119906000007,618.2286581000008,626.2121182999981,626.2121182999981,626.2121182999981,628.4288543000002,629.2121928999986,629.2121928999986,629.2121928999986,629.195592600001,4.09,4.71,409,471,8,3,1.2,0.75,468,1,478,1,1,n,0.994970399999147,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
30,0,30,0,629.2121928999986,,,,629.1964662999999,634.1956361999983,634.1956409999984,634.2122515999981,642.1955531999993,642.1955531999993,642.1955531999993,644.4122449999995,645.195588300001,645.195588300001,645.195588300001,645.1790527999983,3.56,5.24,356,524,8,3,1.2,0.75,468,2,477,0.9,0,m,0.991588300003059,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
31,0,31,0,645.195588300001,,,,645.1800010000006,650.1790231000014,650.1790283000009,650.1957356999992,658.1791922000011,658.1791922000011,658.1791922000011,660.3958826999988,661.1792333999983,661.1792333999983,661.1792333999983,661.1626200999999,3.28,5.52,328,552,8,3,1.2,0.75,468,3,478,1.0,1,n,0.7198653000014019,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
32,0,32,0,661.1792333999983,,,,661.163536600001,666.1626582999997,666.1626641000003,666.179288299998,674.1625845999988,674.1625845999988,674.1625845999988,676.3792724000014,677.1626146999988,677.1626146999988,677.1626146999988,677.1460275999998,4.23,4.57,423,457,8,3,1.2,0.75,468,0,478,1.0,1,n,0.7484182000007422,None,,,,,,,,sub-075,COM3,46.8,2026-05-13_13h31.45.699,2024_RDpaindiscrimination_QUEST,2023.2.3,59.966023250806025,2026-05-13 13h31.55.004596 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.1468509000006,677.1626146999988,683.2627643999986,683.1460582,0.9500000000000001,47.75,0.9730442629206714,,,,,,,,,
