trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,discrimin_resp.started,percu_or.started,responser.started,thermode_locali_pic.stopped,discrimin_resp.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
11,0,11,0,319.8803719999996,,,,319.86477749999904,324.86383299999943,324.8638374000002,324.8804703000005,332.86389549999876,332.86389549999876,332.86389549999876,335.08059870000034,335.86392220000016,335.86392220000016,335.86392220000016,335.84731829999873,4.09,4.71,409,471,8,3,1.2,0.75,466,3,473,0.7,0,n,0.5514161999999487,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
12,0,12,0,335.86392220000016,,,,335.84824019999905,340.8473682999993,340.84737250000035,340.8639837999999,348.8474177999997,348.8474177999997,348.8474177999997,351.06399500000043,351.8473085000005,351.8473085000005,351.8473085000005,351.8307139999997,3.87,4.93,387,493,8,3,1.2,0.75,466,0,474,0.7999999999999999,0,n,0.5558139000004303,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
13,0,13,0,351.8473085000005,,,,351.831661799999,356.8307540000005,356.83075850000023,356.8474050999994,364.8307941999992,364.8307941999992,364.8307941999992,367.04748519999885,367.8308629999992,367.8308629999992,367.8308629999992,367.814229399999,4.44,4.36,444,436,8,3,1.2,0.75,466,1,475,0.8999999999999999,0,n,0.6524437999996735,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
14,0,14,0,367.8308629999992,,,,367.815167499999,372.8143865999991,372.81439130000035,372.8310122999992,380.81443539999964,380.81443539999964,380.81443539999964,383.03100379999887,383.8143480999988,383.8143480999988,383.8143480999988,383.79777399999875,3.37,5.43,337,543,8,3,1.2,0.75,466,2,476,0.9999999999999999,1,m,0.4087486999997054,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
15,0,15,0,383.8143480999988,,,,383.79868799999895,388.7978346,388.7978389,388.8144868999989,396.7978134999994,396.7978134999994,396.7978134999994,399.01462549999997,399.7979923999992,399.7979923999992,399.7979923999992,399.78141049999977,4.48,4.32,448,432,8,3,1.2,0.75,466,3,476,0.9999999999999999,1,m,0.30927039999914996,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
16,0,16,0,399.7979923999992,,,,399.7823544999992,404.78143309999905,404.78143739999905,404.79803580000043,412.78134299999874,412.78134299999874,412.78134299999874,414.9981480999995,415.7814992000003,415.7814992000003,415.7814992000003,415.7648886999996,3.4,5.4,340,540,8,3,1.2,0.75,466,0,475,0.8999999999999999,0,n,0.3978807000003144,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
17,0,17,0,415.7814992000003,,,,415.7658479999991,420.7648006999989,420.76480509999965,420.7814570999999,428.7648817999998,428.7648817999998,428.7648817999998,430.9816738999998,431.7650161999991,431.7650161999991,431.7650161999991,431.74841670000023,4.63,4.17,463,417,8,3,1.2,0.75,466,1,476,0.9999999999999999,0,n,0.43027320000146574,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
18,0,18,0,431.7650161999991,,,,431.7493235000002,436.74842720000015,436.7484317999988,436.7650515999994,444.7483923,444.7483923,444.7483923,446.96516429999974,447.74839429999884,447.74839429999884,447.74839429999884,447.7317939000004,4.72,4.08,472,408,8,3,1.2,0.75,466,2,476,1,1,m,0.5669328000003588,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
19,0,19,0,447.74839429999884,,,,447.73274019999917,452.7318295999994,452.7318338999994,452.7485249000001,460.731873499999,460.731873499999,460.731873499999,462.94870569999875,463.7320423000001,463.7320423000001,463.7320423000001,463.71543930000007,4.21,4.59,421,459,8,3,1.2,0.75,466,3,476,1,1,m,0.42337159999988216,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
20,0,20,0,463.7320423000001,,,,463.7163622999997,468.7154685000005,468.715472599999,468.73208709999926,476.71551369999906,476.71551369999906,476.71551369999906,478.9320852000001,479.7154226999992,479.7154226999992,479.7154226999992,479.6988531999996,4.29,4.51,429,451,8,3,1.2,0.75,466,0,475,0.9,0,n,0.41562340000018594,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
21,0,21,0,479.7154226999992,,,,479.6997792000002,484.6988958000002,484.6989001000002,484.71551389999877,492.6989775999991,492.6989775999991,492.6989775999991,494.9157089,495.69906739999897,495.69906739999897,495.69906739999897,495.68263060000027,3.5,5.3,350,530,8,3,1.2,0.75,466,1,476,1.0,1,m,0.35220720000143046,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
22,0,22,0,495.69906739999897,,,,495.6836409999996,500.6824978000004,500.68250219999936,500.699131899999,508.69921859999886,508.69921859999886,508.69921859999886,510.89911459999894,511.699150299999,511.699150299999,511.699150299999,511.68252120000034,4.65,4.15,465,415,8,3,1.2,0.75,466,2,476,1.0,0,n,0.6839078000011796,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
23,0,23,0,511.699150299999,,,,511.6834378000003,516.6826122000002,516.6826163999995,516.6993161999999,524.6827219999996,524.6827219999996,524.6827219999996,526.8994003999996,527.6827472000004,527.6827472000004,527.6827472000004,527.6661568,4.31,4.49,430,449,8,3,1.2,0.75,466,3,476,1,0,n,0.5884800000003452,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
24,0,24,0,527.6827472000004,,,,527.6670857999998,532.6661884999994,532.6661934000003,532.6828112999992,540.6662429999997,540.6662429999997,540.6662429999997,542.8829258000005,543.6661471999996,543.6661471999996,543.6661471999996,543.649600499999,4.31,4.49,430,449,8,3,1.2,0.75,466,0,476,1,0,n,0.40885749999870313,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
25,0,25,0,543.6661471999996,,,,543.6505147999997,548.6496205000003,548.6496248999993,548.6663320999996,556.649711,556.649711,556.649711,558.8664702999995,559.6497218000004,559.6497218000004,559.6497218000004,559.6331845999994,3.82,4.98,382,498,8,3,1.2,0.75,466,1,476,1,1,m,0.4094556999989436,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
26,0,26,0,559.6497218000004,,,,559.6341033999997,564.6332167,564.6332206999996,564.6497636000004,572.6332765999996,572.6332765999996,572.6332765999996,574.8499661000005,575.6333113000001,575.6333113000001,575.6333113000001,575.6166949999988,4.6,4.2,459,420,8,3,1.2,0.75,466,2,476,1,1,m,0.3178244000009727,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
27,0,27,0,575.6333113000001,,,,575.6176094000002,580.6166058999988,580.6166101999988,580.633268399999,588.6167320999994,588.6167320999994,588.6167320999994,590.8333824999991,591.6167220999996,591.6167220999996,591.6167220999996,591.6001782999992,3.26,5.54,326,554,8,3,1.2,0.75,466,3,475,0.9,0,n,0.6944784999996045,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
28,0,28,0,591.6167220999996,,,,591.6010965999994,596.6002530999995,596.6002575000002,596.6168283999996,604.6002953999996,604.6002953999996,604.6002953999996,606.8169460999998,607.6003399000001,607.6003399000001,607.6003399000001,607.5837661999994,3.68,5.12,368,512,8,3,1.2,0.75,466,0,476,1.0,1,m,0.43489430000045104,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
29,0,29,0,607.6003399000001,,,,607.5847209999993,612.5836768999998,612.5836811999998,612.6003500999996,620.5837245000002,620.5837245000002,620.5837245000002,622.8003805999997,623.5837168999988,623.5837168999988,623.5837168999988,623.5671289999991,4.22,4.58,422,458,8,3,1.2,0.75,466,1,476,1.0,1,m,0.6515074999988428,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
30,0,30,0,623.5837168999988,,,,623.5681002000001,628.5671576999994,628.5671623999988,628.5838267999989,636.567324399999,636.567324399999,636.567324399999,638.7839716999988,639.5673616999993,639.5673616999993,639.5673616999993,639.550760099999,3.7,5.1,370,509,8,3,1.2,0.75,466,2,475,0.9,0,n,0.5517211999995197,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
31,0,31,0,639.5673616999993,,,,639.551669299999,644.5506709000001,644.5506753999998,644.5672670999993,652.5507524999994,652.5507524999994,652.5507524999994,654.7674442999996,655.5507817999987,655.5507817999987,655.5507817999987,655.5342234999989,3.7,5.1,370,509,8,3,1.2,0.75,466,3,476,1.0,1,m,0.4883635999995022,None,,,,,,,,sub-074,COM3,46.6,2026-05-13_10h44.28.520,2024_RDpaindiscrimination_QUEST,2023.2.3,60.01503976929802,2026-05-13 10h44.44.436794 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.5350646999996,655.5507817999987,661.6676221999987,661.5343156999988,0.9500000000000001,47.550000000000004,3.2804857072472777e-07,,,,,,,,,
