trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,discrimin_resp.started,percu_or.started,responser.started,thermode_locali_pic.stopped,discrimin_resp.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,349.17345229999046,,,,349.1576908999996,354.15688369999407,354.1568883,354.173535799986,362.15693709999323,362.15693709999323,362.15693709999323,364.37358899999526,365.1568903999869,365.1568903999869,365.1568903999869,365.140347699984,3.41,5.39,341,539,8,3,1.2,0.75,473,2,476,0.3,1,n,1.3221878999902401,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
11,0,11,0,365.1568903999869,,,,365.1412415000086,370.1403628999833,370.14036759999,370.15699469999527,378.14043759999913,378.14043759999913,378.14043759999913,380.3571517000091,381.1404712999938,381.1404712999938,381.1404712999938,381.12386920000426,3.87,4.93,387,493,8,3,1.2,0.75,473,3,476,0.3,1,n,1.1305386000021826,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
12,0,12,0,381.1404712999938,,,,381.1248055000033,386.12392230000114,386.1239273000101,386.14054980000947,394.1239249999926,394.1239249999926,394.1239249999926,396.34062259999337,397.1239452000009,397.1239452000009,397.1239452000009,397.10739019999164,3.86,4.94,386,494,8,3,1.2,0.75,473,0,476,0.3,1,n,1.2230157000012696,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
13,0,13,0,397.1239452000009,,,,397.10829209999065,402.10742789998767,402.1074324999936,402.1239939999941,410.1074389999849,410.1074389999849,410.1074389999849,412.3241323999828,413.1074834000028,413.1074834000028,413.1074834000028,413.09090380001,4.23,4.57,423,457,8,3,1.2,0.75,473,1,476,0.3,1,n,0.9836159000115003,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
14,0,14,0,413.1074834000028,,,,413.09177920001093,418.09089709998807,418.0909018999955,418.10747869999614,426.0909427999868,426.0909427999868,426.0909427999868,428.3076037999999,429.09095119999256,429.09095119999256,429.09095119999256,429.0743419000064,4.12,4.68,412,468,8,3,1.2,0.75,473,2,476,0.3,1,n,1.1319617999834009,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
15,0,15,0,429.09095119999256,,,,429.075222799991,434.0744310999871,434.0744363999984,434.0911063000094,442.0744570000097,442.0744570000097,442.0744570000097,444.2912043000106,445.07450970000355,445.07450970000355,445.07450970000355,445.0578555999964,4.42,4.38,442,438,8,3,1.2,0.75,473,3,476,0.3,1,n,1.148512399988249,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
16,0,16,0,445.07450970000355,,,,445.0587655999989,450.0578209999949,450.0578261000046,450.0744565000059,458.057951099996,458.057951099996,458.057951099996,460.2746329999936,461.05796410000767,461.05796410000767,461.05796410000767,461.04137299998547,3.91,4.89,391,488,8,3,1.2,0.75,473,0,476,0.3,1,n,1.0008106000022963,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
17,0,17,0,461.05796410000767,,,,461.0422942999867,466.04139060000307,466.04139510000823,466.0580629000033,474.0414994999883,474.0414994999883,474.0414994999883,476.25821209998685,477.04146099998616,477.04146099998616,477.04146099998616,477.0248573999852,4.1,4.7,409,470,8,3,1.2,0.75,473,1,476,0.3,1,n,1.0495693999982905,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
18,0,18,0,477.04146099998616,,,,477.0257447999902,482.02480519999517,482.0248105000064,482.04154609999387,490.0249106999836,490.0249106999836,490.0249106999836,492.2416669999948,493.0249923999945,493.0249923999945,493.0249923999945,493.0084043999959,4.2,4.6,420,459,8,3,1.2,0.75,473,2,476,0.3,1,n,1.7258916999853682,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
19,0,19,0,493.0249923999945,,,,493.0092960000038,498.0084038999921,498.0084088000003,498.0250534999941,506.00847830000566,506.00847830000566,506.00847830000566,508.22517399999197,509.00852750000195,509.00852750000195,509.00852750000195,508.991909400007,3.52,5.28,352,528,8,3,1.2,0.75,473,3,476,0.3,1,n,1.9824189000064507,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
20,0,20,0,509.00852750000195,,,,508.9928234000108,513.9919477000076,513.9919524999859,514.0086251999892,521.9919774000009,521.9919774000009,521.9919774000009,524.2086612999847,524.9920120000024,524.9920120000024,524.9920120000024,524.9753639999835,4.16,4.64,416,463,8,3,1.2,0.75,473,0,476,0.3,1,n,2.554716400016332,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
21,0,21,0,524.9920120000024,,,,524.976253300003,529.9754320000065,529.9754365999834,529.9921022999915,537.9754735000024,537.9754735000024,537.9754735000024,540.1921816999966,540.9755759999971,540.9755759999971,540.9755759999971,540.9589292999881,4.51,4.29,451,429,8,3,1.2,0.75,473,1,476,0.3,1,n,1.7953992999973707,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
22,0,22,0,540.9755759999971,,,,540.9598262000072,545.9588684999908,545.958873399999,545.975677200011,553.9590485999943,553.9590485999943,553.9590485999943,556.1756269999896,556.959068199998,556.959068199998,556.959068199998,556.9424062999897,4.38,4.42,438,442,8,3,1.2,0.75,473,2,476,0.3,None,None,,,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
23,0,23,0,556.959068199998,,,,556.9433797000092,561.9424020999868,561.942406999995,561.9590825999912,569.9425085999828,569.9425085999828,569.9425085999828,572.1592444999842,572.9425370999961,572.9425370999961,572.9425370999961,572.9260049999866,3.83,4.97,383,497,8,3,1.2,0.75,473,3,476,0.3,1,n,0.7602707000041846,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
24,0,24,0,572.9425370999961,,,,572.9268694999919,577.9258782000106,577.9258831999905,577.9426747999969,585.925955099985,585.925955099985,585.925955099985,588.1426756999863,588.9258972000098,588.9258972000098,588.9258972000098,588.909387199994,4.54,4.26,454,426,8,3,1.2,0.75,473,0,476,0.3,1,n,0.6848389999940991,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
25,0,25,0,588.9258972000098,,,,588.9103038999892,593.9094852999842,593.9094900999917,593.926146999991,601.9095012999896,601.9095012999896,601.9095012999896,604.1262743999832,604.9095457000076,604.9095457000076,604.9095457000076,604.8929475999903,4.68,4.12,468,412,8,3,1.2,0.75,473,1,476,0.3,1,n,1.4452966999961063,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
26,0,26,0,604.9095457000076,,,,604.8938647999894,609.8929883000092,609.892993299989,609.9096837000106,617.8929670999933,617.8929670999933,617.8929670999933,620.1096966000041,620.8930373000039,620.8930373000039,620.8930373000039,620.8764376000036,4.26,4.54,426,454,8,3,1.2,0.75,473,2,476,0.3,0,m,2.2017164999851957,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
27,0,27,0,620.8930373000039,,,,620.8773605999886,625.8764483999985,625.876453600009,625.8932013000012,633.8765294000041,633.8765294000041,633.8765294000041,636.0932207999867,636.8766121999943,636.8766121999943,636.8766121999943,636.8600230999873,4.46,4.34,446,434,8,3,1.2,0.75,473,3,478,0.5,1,n,0.5502528000215534,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
28,0,28,0,636.8766121999943,,,,636.8609369999904,641.860045599984,641.8600502999907,641.8766616999928,649.8599796000053,649.8599796000053,649.8599796000053,652.076707900007,652.8600989999832,652.8600989999832,652.8600989999832,652.8434460999852,4.56,4.24,455,424,8,3,1.2,0.75,473,0,478,0.5,1,n,0.7027110999915749,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
29,0,29,0,652.8600989999832,,,,652.8443284000095,657.84340350001,657.8434078999853,657.8602078999975,665.8435007999942,665.8435007999942,665.8435007999942,668.0602431999869,668.8435757999832,668.8435757999832,668.8435757999832,668.8270358000009,4.22,4.58,422,458,8,3,1.2,0.75,473,1,477,0.4,0,m,1.155269099981524,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
30,0,30,0,668.8435757999832,,,,668.8279555999907,673.8269153999863,673.826920499996,673.8436094000062,681.8270474000019,681.8270474000019,681.8270474000019,684.043757699983,684.8270705000032,684.8270705000032,684.8270705000032,684.8104785000032,3.42,5.38,342,538,8,3,1.2,0.75,473,2,478,0.5,1,n,1.0835659000149462,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
31,0,31,0,684.8270705000032,,,,684.8113723999995,689.810505100002,689.8105099000095,689.8271662000043,697.8105634000094,697.8105634000094,697.8105634000094,700.0272485000023,700.8105909999867,700.8105909999867,700.8105909999867,700.7940171000082,4.25,4.55,425,455,8,3,1.2,0.75,473,3,478,0.5,1,n,1.5521441000164486,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
32,0,32,0,700.8105909999867,,,,700.7949525000004,705.794026699994,705.7940314000007,705.8106903999869,713.7940503999998,713.7940503999998,713.7940503999998,716.0106835000042,716.7940821000084,716.7940821000084,716.7940821000084,716.777494000009,4.04,4.76,404,476,8,3,1.2,0.75,473,0,477,0.4,1,n,0.9446216000069398,None,,,,,,,,sub-079,COM3,47.3,2026-05-25_08h48.02.997,2024_RDpaindiscrimination_QUEST,2023.2.3,60.04974520672009,2026-05-25 08h48.15.735515 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.7783409999975,716.7940821000084,722.8107747999893,722.7775282000075,0.54,47.839999999999996,failed,,,,,,,,,
